Restaurant Name,Address,Category,Rating,Number of Reviews,Price($),Price(1-5),Latitude,Longitude
Mr. X Kitchen,394 Bloor Street W,Asian Fusion,5.0,5,,0,43.66618,-79.40718
Fusaro's Kitchen,147 Spadina Avenue,Italian,4.0,153,$$,2,43.64808,-79.39556
Artisan Plus,122 Dundas St W,Noodles,4.0,55,$$,2,43.65578,-79.38444
WVRST Union Station,65 Front Street West,Beer Bar,4.0,61,$$,2,43.644936,-79.381269
Delicious Empanadas,2438 Dufferin Street,Colombian,4.5,14,$$,2,43.69816,-79.45156
Union Social Eatery,21 Saint Clair Avenue W,American (Traditional),4.0,167,$$,2,43.687794516424,-79.3950692564249
Young Tea,990 Saint Clair Avenue W,Bubble Tea,5.0,1,,0,43.6795572,-79.4369697
Limon,1968 Queen Street E,Middle Eastern,4.5,33,,0,43.6698837,-79.3017345
Flor de Sal,501 Davenport Road,Modern European,4.0,47,$$$,3,43.6775398,-79.4070129
My Roti Place,12 Queens Quay W,Indian,4.0,22,,0,43.6417148967486,-79.3757710173493
Athens Restaurant,707 Danforth Avenue,Greek,4.0,88,$$,2,43.6789599,-79.34341
Harbord House,124 Harbord Street,Pubs,3.5,111,$$,2,43.66284306860238,-79.40442251238142
Happy Burger,881 Yonge Street,Hot Dogs,4.5,12,$$,2,43.6743209,-79.3880618
Capocaccia Trattoria,1366 Yonge Street,Pizza,3.5,82,$$,2,43.6858784,-79.393189
Kupfert & Kim,100 Bloor Street W,Gluten-Free,4.5,9,,0,43.6697979431727,-79.391163289547
Roses New York,135 Fort York Boulevard,Persian/Iranian,3.0,54,$$,2,43.6388697,-79.3988715
Vietlicious Toronto,335 Yonge Street,Vietnamese,4.5,4,,0,43.6573398319754,-79.3810402974486
EPOCH Bar & Kitchen Terrace,181 Wellington St W,Gastropubs,4.0,12,,0,43.64513295896624,-79.38702542402709
Caramel Café,1059 Bloor Street W,Cafes,5.0,1,,0,43.66034466470012,-79.4325104
Le Paradis Brasserie Bistro,166 Bedford Road,French,3.5,109,$$,2,43.67506,-79.40025
Takht-e Tavoos,1120 College Street,Persian/Iranian,4.5,128,$$,2,43.6524676,-79.4329894
BlueBlood Steakhouse,1 Austin Terrace,Steakhouses,3.5,155,$$$$,4,43.6781099,-79.40948
Dakgogi,25 Wellesley Street E,Korean,3.5,30,$$,2,43.665029385454396,-79.38326930030159
Chick-fil-A,709 Yonge St,Fast Food,4.0,115,$$,2,43.669550169591965,-79.38614762542414
STK Toronto,153 Yorkville Avenue,Steakhouses,3.5,216,$$$$,4,43.6703238,-79.3941847
Harry's Charbroiled,293 Palmerston Avenue,Burgers,3.5,72,$$,2,43.65562528599897,-79.40989222586079
Stock Bar,2388 Yonge Street,Steakhouses,3.0,107,$$$,3,43.70925,-79.39937
Himalayan Kitchen,1526 Queen Street W,Indian,4.5,142,$$,2,43.6403,-79.43889
Three Kingdoms Pizza,5 Baldwin Street,Pizza,4.5,9,,0,43.65606780226923,-79.3924699
Enigma,23 St Thomas Street,Modern European,4.0,22,,0,43.6688888,-79.3906134
The Arch Café,293 Augusta Ave.,Breakfast & Brunch,4.5,13,,0,43.65634473576003,-79.40261429703932
Bao Mama,4419 Sheppard Avenue E,Asian Fusion,4.5,24,,0,43.7873714,-79.268684
Chat Bar Downtown,307 Spadina Avenue,Chinese,4.0,6,,0,43.6538019342198,-79.3980656951065
Sabor Carioca,1702 St Clair Ave W,Brazilian,5.0,1,,0,43.67464,-79.45927
Lucia,1595 Dupont Street,Italian,4.0,10,,0,43.66494,-79.45418
Actinolite Restaurant,971 Ossington Avenue,Canadian (New),4.0,85,$$$$,4,43.6678849,-79.4280907
Pie Bar,207 Queens Quay W,Pizza,3.5,46,$$,2,43.6382664027863,-79.3804673190485
Akai Sushi,168 Major Street,Japanese,4.0,91,$$,2,43.66259,-79.40505
Piano Piano,88 Harbord Street,Italian,3.5,296,$$$,3,43.66303229653549,-79.40288046153165
Kanto by Tita Flips,2986 Dundas Street W,Filipino,4.5,12,$$,2,43.6658062446667,-79.469048269093
Members Only Waffle house,252 Queen Street W,Waffles,4.5,15,,0,43.6500663,-79.3913874
Alexandros,5 Queens Quay W,Greek,3.5,143,$,1,43.64147,-79.37522
Ehwa J Bar,16 Isabella Street,Bars,4.0,59,$$,2,43.667825,-79.385215
The Poke Box,36 Toronto Street,Salad,4.5,176,$$,2,43.6505,-79.37657
Skylight Rooftop Bar,90 Bloor Street E,Desserts,3.5,7,,0,43.670892665592,-79.3845954
Dimmi Bar & Trattoria,140 Cumberland St,Italian,3.5,214,$$,2,43.67017,-79.3927
Deer Garden Signatures,770 Bay Street,Chinese,3.5,14,,0,43.660243034535995,-79.38589945435524
Zakkushi On Carlton,193 Carlton Street,Japanese,4.0,324,$$$,3,43.66343,-79.37062
Think It Pensa Italiano,196 Borden Street,Coffee & Tea,4.5,7,,0,43.6619200689594,-79.4072854910697
Frankie's,994 Queen Street W,Breakfast & Brunch,4.0,189,$$,2,43.6445099,-79.41842
M'Zaar Restaurant,668 Yonge Street,Lebanese,4.0,148,$,1,43.6672475,-79.3855441
Aish Tanoor,994 Eglinton Avenue W,Kosher,4.0,40,$$,2,43.70038,-79.42955
Yamato Japanese Restaurant,24 Bellair Street,Japanese,3.5,195,$$$,3,43.670701023097,-79.391142608675
Gordo EX Cafe,1048 Bathurst Street,Venezuelan,3.5,43,$$,2,43.6722312,-79.4143193
Osgoode Hall Restaurant,130 Queen Street W,Canadian (New),4.5,28,$$$,3,43.652187,-79.385138
Lucy Ethiopian Restaurant,1690 Danforth Avenue,Ethiopian,4.5,71,$$,2,43.6841128,-79.3207142
Ossington Stop,1543 Dundas Street W,Pubs,4.0,23,$$,2,43.649634426854185,-79.43327829246147
Death & Taxes Free House,1154 Queen Street W,American (Traditional),4.0,38,$$,2,43.64311,-79.42496
Orote,276 Havelock Street,Korean,4.5,6,,0,43.66018,-79.4324
Bamiyan Kabob,62 Overlea Boulevard,Afghan,4.0,153,$$,2,43.70779,-79.34344
Siempre Restaurant,348 Front Street W,Breakfast & Brunch,4.0,83,$$,2,43.643393311738,-79.3922074406298
Light Cafe,23 Baldwin Street,Cafes,4.0,243,$$,2,43.65594,-79.393
Bocconcini Toronto,96 Gerrard Street E,Pizza,4.5,23,,0,43.6603,-79.37748
Souv Like,708 Pape Avenue,Greek,4.5,85,$,1,43.67948,-79.34532
Akira Back,80 Blue Jays Way,Japanese,4.0,192,$$$$,4,43.64541,-79.3923
Terrazza,372 Harbord Street,Italian,4.0,50,$$,2,43.6590509,-79.4223089
Boukan,452 Kingston Road,Burgers,4.5,11,,0,43.67712,-79.30402
Pizzeria Badiali,181 Dovercourt Road,Pizza,4.0,60,,0,43.64613362136124,-79.4232162456155
Azabu,5 Glen Cameron Road,Japanese,4.5,11,,0,43.80555,-79.42004
Chew Chew's Diner,186 Carlton Street,Diners,4.0,106,$$,2,43.6634891,-79.3722871
The Carlton Restaurant,Holiday Inn,Canadian (New),4.5,7,,0,43.6617125,-79.3811043
Don Quixote,1331 1/2 St. Clair Avenue W,Portuguese,4.0,5,,0,43.67672,-79.44874
Joe Bird,207 Queens Quay W,Chicken Shop,3.5,109,$$,2,43.6383087592629,-79.3802657568199
Paracas Peruvian,992 St.Clair Avenue W,Peruvian,3.5,25,$$,2,43.6794411,-79.436944
Urban House,718 Queen Street E,Pubs,4.5,13,$,1,43.6590232165887,-79.3496101722121
Mashu Mashu Mediterranean Grill,387 Spadina Road,Mediterranean,3.5,36,$$,2,43.68835,-79.41231
Atai Bistro,3047 Dundas Street W,Moroccan,4.5,9,,0,43.66540485316184,-79.47101432830095
Trattoria Mercatto,220 Yonge Street,Italian,3.5,224,$$,2,43.65367,-79.38007
School Restaurant,70 Fraser Avenue,Bakeries,3.5,629,$$,2,43.63784,-79.42435
Completo,337 Broadview Ave,Latin American,4.5,13,,0,43.6648243976782,-79.3521867220123
Oroshi Fish Co,962 College Street,Japanese,4.5,17,,0,43.65359,-79.42735
Anejo,600 King Street W,Bars,3.5,54,,0,43.64474,-79.39992
Zao,421 Dundas Street W,Chinese,3.0,1,,0,43.65318,-79.39524
Eggspectation,483 Bay Street,Breakfast & Brunch,4.0,751,$$,2,43.6532721,-79.3812455
Saemaeul Sikdang,7335 Yonge Street,Korean,4.5,15,,0,43.8061909,-79.421228
Against the Grain,25 Dockside Drive,Canadian (New),2.5,294,$$,2,43.64365,-79.36633
KINKA IZAKAYA ANNEX,559 Bloor St W,Japanese,4.0,500,$$,2,43.665157,-79.410658
BBQ Express,1240 Bay Street,Fast Food,4.5,11,,0,43.6703239574042,-79.3906814977527
Soulas Modern Greek Cuisine,500 A Danforth Avenue,Greek,4.0,61,,0,43.6782533846538,-79.348819591105
Sassafraz,100 Cumberland Street,French,3.5,405,$$$,3,43.6702957,-79.3910686
Utsav,69 Yorkville Ave,Food Delivery Services,4.0,133,$$,2,43.67094,-79.39086
Salsa Venezuelan Street Food,341 Jane Streeet,Hot Dogs,4.5,12,,0,43.65731,-79.48719
Avenue Diner,222 Davenport Rd,Diners,2.5,23,$$,2,43.67484,-79.39716
Kellys Landing,123 Front Street W,Sports Bars,3.5,186,$$,2,43.6448899,-79.38305
The Comrade,758 Queen Street E,Lounges,4.0,83,$$,2,43.659392263038,-79.347948327349
Ten Miles BBQ,359 Spadina Avenue,Chinese,5.0,2,,0,43.65560554835875,-79.39881780195327
Tamasha,1835 Yonge Street,Bars,4.0,35,,0,43.6966941797291,-79.3960532918572
The Arepa Republic,76 Densley Avenue,Venezuelan,4.5,18,,0,43.7053574,-79.4712085
Robot Boil House,895 Yonge Street,Seafood,4.0,19,$$$,3,43.67471,-79.38819
Latin World,1229 Bloor Street W,Latin American,3.5,51,$$,2,43.6586,-79.44074
Pokito,420 Queen Street W,Hawaiian,4.0,158,$$,2,43.64864,-79.398
Lee Chen Bistro,813 Yonge Street,Dim Sum,3.5,173,$$,2,43.672372,-79.387436
Nando's Peri-Peri,832 Bay Street,Fast Food,3.5,227,$$,2,43.66223164,-79.38655451
Casa Manila,508 Danforth Avenue,Filipino,4.5,3,,0,43.678411482399575,-79.34886585921049
La Cantina Del Pueblo,671 College Street,Mexican,4.5,7,,0,43.6549768992403,-79.4171094259697
Umami Poke,1252 Yonge Street,Hawaiian,4.5,55,$$,2,43.68318,-79.39229
La Cubana,392 Roncesvalles Avenue,Cuban,3.5,229,$$,2,43.65087,-79.45106
Kono Pizza,,Pizza,4.5,2,,0,43.67434,-79.39653
EAT BKK Thai Bar & Restaurant ,513 Bloor Street W,Thai,4.0,18,,0,43.666331,-79.406586
Gus Tacos,1533 Queen St W,Mexican,4.5,11,,0,43.63946271337762,-79.44262970972214
Au Pain Doré,81 Front Street E,Coffee & Tea,5.0,8,,0,43.64873175966658,-79.3725058
The Dog and Tiger Kitchen and Bar,537 College St,Cocktail Bars,4.5,8,$$,2,43.65549,-79.41142
One Restaurant,116 Yorkville Avenue,Canadian (New),3.5,226,$$$$,4,43.6708799,-79.39323
Jumbo Empanadas,245 Augusta Avenue,Latin American,4.0,141,$,1,43.65487,-79.40188
Seoulicious,590 Yonge Street,Korean,3.5,76,$$,2,43.6653499,-79.38502
Benny’s Barbecue,2409 Yonge Street,Barbeque,4.5,9,,0,43.710364850816845,-79.39890089036582
Samba Brazil Eatery,1646 St Clair Avenue W,Brazilian,4.0,8,,0,43.67498,-79.45728
Flaming Stove,21 Davisville Avenue,Middle Eastern,4.5,65,$,1,43.6982689,-79.3957672
Four Four South Village,474 Yonge Street,Taiwanese,3.5,115,,0,43.6622887692154,-79.3836339335004
Buster's Sea Cove,120 Bremner Boulevard,Seafood,3.5,33,$$,2,43.6425663,-79.3830507
The Wood Owl,1380 Danforth Avenue,Tapas/Small Plates,4.5,8,,0,43.68261,-79.32813
Pita and Hummus,537 St Clair Ave W,Mediterranean,4.5,8,,0,43.68254,-79.42024
Pai Northern Thai Kitchen,1121 Castlefield Avenue,Thai,4.0,1,,0,43.70015,-79.45355
Mac & Cheesery,61 Manitoba Drive,Fast Food,2.0,3,,0,43.6349759327594,-79.4197499379516
El Charro,493 Danforth Ave,Mexican,3.0,11,,0,43.67782346337035,-79.34923801571131
Nodo Leslieville,1192 Queen Street East,Italian,4.0,35,,0,43.66311,-79.33162
Karahi Point,60 Overlea Boulevard,Pakistani,5.0,1,,0,43.70779595833205,-79.3443554
Café Boulud,60 Yorkville Avenue,Cafes,3.5,274,$$$$,4,43.6719213,-79.388922
Fonda Balam,802 Dundas Street W,Mexican,4.0,11,,0,43.6519299,-79.40876759999999
Pizzeria Libretto,545 King Street W,Pizza,4.0,117,$$,2,43.64432,-79.39874
Conspiracy Pizza,858 Eglinton Avenue E,Pizza,4.5,60,$$,2,43.7136567,-79.3651321
Fresh On Bloor,326 Bloor Street W,Vegan,3.5,334,$$,2,43.666863,-79.4035738
Harvest Green,200 Wellington Street W,Canadian (New),4.5,35,$,1,43.6461178,-79.3858032
The Federal,1438 Dundas Street W,Breakfast & Brunch,4.0,172,$$,2,43.6497699,-79.43011
Ultramen,134 Atlantic Ave,Ramen,4.0,21,,0,43.6400125690203,-79.421420249707
Dukes Refresher,73 Front Street East,American (Traditional),4.0,10,$$,2,43.6485525,-79.3729104
Chung Chun Rice Dog,615 Bloor Street W,Hot Dogs,4.5,69,,0,43.66443,-79.41375
The Carousel Café,Toronto Islands,American (Traditional),2.0,47,$$,2,43.6289467,-79.3944199
Helena's Magic Kitchen,122 St. Patrick St,American (Traditional),4.5,29,$,1,43.65355,-79.39014
Cali Mexican Grill,3250 Dufferin Street,Mexican,4.0,41,$,1,43.72017,-79.4562
Trios Bistro,525 Bay St,Canadian (New),4.0,21,$$,2,43.6545725,-79.3830233
Que Ling Restaurant,248 Boulton Avenue,Vietnamese,4.0,89,$,1,43.6658199,-79.34941
Loaded Pierogi,839 Queen Street W,Polish,4.0,74,$$,2,43.6458497542096,-79.4100153105222
Daimaru Sukiyaki,390 Silver Star Boulevard,Hot Pot,4.5,182,,0,43.8162865,-79.2962967
Guu Izakaya Toronto,1314 Queen Street W,Japanese,4.0,152,$$,2,43.6418673011168,-79.4310904074585
Ho Lee Chow,2204 Danforth Avenue,Chinese,1.0,18,$$,2,43.6867,-79.30985
Doner-Chi,750 Spadina Avenue,Middle Eastern,0.0,0,,0,43.666419604507006,-79.40390914678574
Oretta,633 King Street W,Italian,3.5,334,$$$,3,43.64392,-79.40163
Loaded Pierogi,524 Church Street,Bars,3.5,27,$$,2,43.6647044094439,-79.3806558570915
Omusubi Bar Suzume,707 Dundas Street W,Japanese,4.5,13,,0,43.65196365192331,-79.40483585396728
Hongkong Island Bakery & Cafe,2-248 Spadina Avenue,Desserts,4.0,20,,0,43.65159062214072,-79.3978597932543
Shoushin,3328 Yonge Street,Japanese,4.0,85,$$$$,4,43.73133,-79.40416
Darna,1613 Bayview Avenue,Middle Eastern,4.5,24,,0,43.70652,-79.37515
Mr.Tonkatsu,548 Yonge Street,Japanese,4.0,78,$$,2,43.66434,-79.38454
Yeondon Ball Katsu,209 Dundas Street W,Korean,4.0,6,,0,43.65477555248752,-79.38749059999999
7 Numbers Restaurant,516 Eglinton Avenue W,Italian,4.0,116,$$,2,43.7037199,-79.4137
Thai Noodle,62 Vaughan Road,Thai,3.5,56,$$,2,43.6823223153413,-79.4200096887758
Hemingway's Restaurant,142 Cumberland St,Bars,3.0,290,$$,2,43.67015,-79.39279
Pizza Banfi,333 Lonsdale Rd,Italian,4.0,35,$$,2,43.68846,-79.41289
T&T Roti Trinidad & Toronto Roti,Market 707,Caribbean,4.5,10,$,1,43.6521961365053,-79.4055628112739
Goods & Provisions,1124 Queen Street E,Bars,4.0,100,$$,2,43.66233,-79.33515
Smoke 'N' Roti,3320 Keele Street,Caribbean,5.0,16,,0,43.7444115,-79.4864724
Bistro Five61,561 Avenue Road,Canadian (New),5.0,4,,0,43.6878395,-79.401329
Kevin's Taiyaki,675 Bloor Street,Specialty Food,4.5,78,$,1,43.66381,-79.41621
Yu Seafood,3401 Dufferin Street,Desserts,4.0,58,,0,43.7248159,-79.4569045
Mira Mira,1963 Queen Street E,Diners,4.0,24,,0,43.66949989064692,-79.30164825171232
Loga's Corner,216C Close Avenue,Himalayan/Nepalese,4.5,165,$,1,43.64053,-79.43597
Habitant,260 Yonge St,Tapas/Small Plates,4.0,3,$$,2,43.65459,-79.38049
Hastings Snack Bar,5 Hastings Avenue,Polish,4.5,41,$,1,43.66381,-79.32893
Lobster Burger Bar,214 King Street W,Bars,4.0,69,$$,2,43.647443,-79.386768
Zelden's Deli and Desserts,1446 Yonge Street,Delicatessen,3.0,34,$$,2,43.6874773,-79.3939821
Chicken N' Dough Express,410 Bathurst Street,Chicken Wings,4.0,1,,0,43.65417,-79.40712
Archive,909 Dundas Street W,Wine Bars,4.0,39,$$,2,43.65084,-79.41243
Tacos Moras,547 St Clair Avenue W,Mexican,4.5,3,,0,43.68249492575934,-79.4206689
Bolet's Burrito,134 Lower Sherbourne,Mexican,4.0,119,$,1,43.65004,-79.36793
Campo,244 Jane Street,Spanish,4.0,56,$$,2,43.6551179748791,-79.4869590167577
My Secret Kitchen,316 Lakeshore Road E,Italian,5.0,18,$$,2,43.56204,-79.57502
Churrasqueira Martins,605 Rogers Road,Portuguese,3.5,71,$$,2,43.680761,-79.473499
Muni Robata,30 St Patrick Street,Japanese,4.0,38,,0,43.65129,-79.38926
BOLD Food Hub,5 Baldwin Street,Chinese,4.0,8,,0,43.6560587,-79.3924699
Penny's Hot Chicken,372 Yonge Street,Sandwiches,4.0,10,$$,2,43.658718803990666,-79.38227210193872
OMG Cafe & Tapas,755 Dovercourt Road,Cafes,0.0,0,,0,43.661537,-79.42943
Afrobeat Kitchen,1510 Queen Street W,African,4.0,1,,0,43.640425,-79.438448
The Monkey Bar,3353 Yonge Street,Canadian (New),4.5,43,$$$,3,43.73149,-79.40346
Sopung,140 Carlton Street,Korean,3.5,2,,0,43.66315,-79.37515
Balsamico Ristorante,2029 Yonge St,Italian,4.5,45,$$,2,43.70154,-79.39697
DeSotos Eatery,1079 St Clair Avenue West,Gastropubs,4.0,82,$$,2,43.6786263,-79.4396588
Steady's Jamaican Home Cooking,852 Pape Avenue,Caribbean,4.5,24,$,1,43.6839915,-79.3467715
Garleek Kitchen,1500 Queen Street W,Asian Fusion,4.5,48,$$,2,43.64046,-79.43811
Pho Anh Vu,3200 Dufferin Street,Vietnamese,4.0,70,$$,2,43.7183600176532,-79.4573690012284
Scotthill Caribbean Cuisine,1943 Avenue Road,Caribbean,4.5,36,$$,2,43.7339429812737,-79.419534355402
Konjiki Ramen Downtown,41 Elm Street,Ramen,4.0,108,$$,2,43.65729,-79.38358
Cantanhede O Bairradino,662 Lansdowne Avenue,Portuguese,4.0,40,$$,2,43.66255,-79.44487
Shitamachi Tendon Akimitsu,41 Elm Street,Japanese,3.5,66,$$,2,43.65729,-79.38358
Chelsea's,29 Howard Street,Filipino,2.5,2,,0,43.6711,-79.37488
Wah Too Seafood Restaurant,58 Centre Avenue,Seafood,4.0,32,$$,2,43.6547399,-79.3872
Churrasqueira Estrela,2275 Keele St,Portuguese,4.5,12,$,1,43.70278,-79.47647
Tam Vietnamese Street Food & Cafe,369 Keele Street,Vietnamese,4.5,9,,0,43.6652178595867,-79.4642772898078
Spaccio West,128A Sterling Road,Salad,3.5,5,,0,43.65363450430656,-79.44509881981541
Kensington Sushi Market,281 Augusta Avenue,Sushi Bars,4.5,23,,0,43.656036,-79.402388
Barista & Chef,1006 Saint Clair Avenue W,Mediterranean,4.5,53,$$,2,43.6794533,-79.4374528
The Momo House,685 Queen St W,Himalayan/Nepalese,4.0,4,,0,43.64678,-79.40493
Mi Mi Restaurant,688 Gerrard Street E,Vietnamese,4.0,135,$,1,43.66637,-79.34911
Chula Taberna Mexicana,1058 Gerrard Street E,Mexican,4.0,150,$$,2,43.6692562,-79.3359022
BAO,2-270 Spadina Avenue,Chinese,3.5,41,,0,43.6523896094244,-79.398137748683
Cabano's Comfort Food,75 Saint Nicholas Street,Comfort Food,4.5,75,,0,43.66767,-79.38642
Liberty Eats,129 Jefferson Avenue,Burgers,4.5,3,,0,43.63956414648586,-79.4218273088336
Jokbal Night Market,41 Sheppard Avenue E,Korean,5.0,1,,0,43.761768282050106,-79.40881019999999
Constantine,15 Charles Street E,Mediterranean,3.5,127,$$,2,43.66858,-79.38537
Gushi Japanese Street Food,707 Dundas Street W,Street Vendors,4.0,109,$,1,43.65179,-79.40485
Mallo,785  Bathurst Street,Coffee & Tea,5.0,45,$,1,43.6646307,-79.4107376
Impact Kitchen,573 King Street E,Coffee & Tea,3.5,145,$$,2,43.65620998282847,-79.35700120705611
La Vinia,2350 Lakeshore Boulevard W,Spanish,4.0,73,$$$,3,43.6164551,-79.4880219
Le Conciliabule,1300 Gerrard Street E,Bakeries,4.5,12,,0,43.671365,-79.3272249
Komi Banh Mi Bar,1100 Bloor St W,Vietnamese,4.5,8,,0,43.6602181,-79.434545
Chine Legendary Hot Pot & Noodles,327 Spadina Avenue,Chinese,4.0,211,$$,2,43.6545068365465,-79.3984092772007
Chae Chester Fried Chicken Express,23 Howard Street,Fast Food,4.0,10,$,1,43.6711,-79.37509
Haute Coffee,153 Dupont Street,Coffee & Tea,4.5,37,$,1,43.67562990990601,-79.40273767055231
Natural Japaneats,601 Christie Street,Japanese,5.0,4,,0,43.67996,-79.42406
Annex Social,1078 Bathurst Street,Mexican,5.0,2,,0,43.6724839,-79.4143709
Taqueria Gus,616 Gladstone Avenue,Mexican,5.0,3,,0,43.66309,-79.43556
Kitchen 57,212 King St W,Comfort Food,5.0,1,,0,43.64769,-79.38644
Pepper's Cafe,189 Wallace Avenue,Bars,4.0,14,$$,2,43.66218,-79.44457
PG Clucks,610 College Street,Sandwiches,4.0,192,$,1,43.65532,-79.41456
Banh Mi Boys,399 Yonge Street,Vietnamese,4.0,509,$,1,43.6590974,-79.3820781
Baguette & Co,2772 Dundas St W,Vietnamese,4.5,44,$,1,43.6654122,-79.4614958
Thai Country Kitchen,412 Spadina Ave,Thai,4.0,144,$,1,43.6561499,-79.39968
Bitter Melon,431 Spadina Avenue,Korean,4.5,2,,0,43.6573547,-79.399399
Impact Kitchen,1222 Yonge Street,Gluten-Free,3.5,11,,0,43.68216,-79.39186
La Palma,849 Dundas Street W,Italian,3.5,183,$$$,3,43.6512699,-79.41009
Trattoria Di Parma,785 Danforth Avenue,Italian,5.0,4,,0,43.67935,-79.34158
Isabella's Mochi Donut Boutique,2066 Queen St East,Japanese,4.5,134,$$,2,43.670795,-79.297255
MaMa Chef Korean Restaurant,648 Bloor Street W,Korean,4.0,67,$$,2,43.66444,-79.41534
Pat's Homestyle Jamaican Restaurant,558 Queen Street W,Caribbean,4.0,114,$,1,43.64753,-79.4032
Yin Ji Chang Fen,369 Spadina Ave,Chinese,4.0,41,,0,43.6558,-79.39878
Stock In Trade,307 Danforth Avenue,Butcher,5.0,30,$$,2,43.676984658374245,-79.35383800417185
Clockwork Champagne & Cocktails,100 Front Street W,Cocktail Bars,4.0,18,,0,43.64595,-79.38143
KANDL Artistique,88 Avenue Rd,Candle Stores,4.5,5,,0,43.67224,-79.39586
La Palette,492 Queen Street W,French,4.0,254,$$$,3,43.64797,-79.40098
Tokyo Sushi,33 St Joseph Street,Sushi Bars,4.0,135,$$,2,43.6655988169559,-79.3869840388907
Fried Chicken Master,628 Yonge Street,Chicken Shop,3.0,2,,0,43.666263,-79.385336
Bebo's Authentic Grill,533 Evans Avenue,Modern European,5.0,4,$$,2,43.612076702283,-79.5416979119182
Gallery Grill,7 Hart House Circle,Canadian (New),4.0,23,$$$,3,43.6636499,-79.3944999
Star Sushi,7 Mercer Street,Sushi Bars,4.5,15,,0,43.64572,-79.38984
The Greek Grill,128 O'Connor Drive,Greek,4.0,84,$$,2,43.69357,-79.3501
Khazana,261 Yonge Street,Indian,4.0,11,$$$,3,43.65521200510754,-79.38009663699903
German Doner Kebab,246 Queen Street W,Kebab,4.0,29,$$,2,43.65003605460389,-79.39082163450482
Charidise,27 Baldwin Street,Desserts,3.5,209,$$,2,43.65592,-79.39315
Miss Korea,687 Yonge Street,Korean,3.0,124,$$,2,43.669074,-79.385948
Union Chicken,65 Front Street W,Chicken Shop,3.5,139,$$,2,43.6448546600463,-79.3816612327145
BauZza BauZza,298 College St,Soup,3.5,32,,0,43.65798,-79.40163
Eggstatic,1568 Bayview Avenue,Breakfast & Brunch,4.5,135,$$,2,43.70549,-79.37534
Barberian's Steak House,7 Elm Street,Steakhouses,4.0,309,$$$$,4,43.6576,-79.38212
Azkadenya - Mezza Diner,235 Queen Street West,Middle Eastern,4.0,42,,0,43.65024,-79.38825
Kintako Japanese Restaurant,214 Laird Drive,Japanese,4.0,179,$$,2,43.711488,-79.3640926
Mulino,633 College Street,Italian,4.0,14,,0,43.65482,-79.41497
Noodle King,123 Queen Street W,Chinese,4.0,91,$,1,43.6514,-79.38312
The Morning After,88 Fort York Boulevard,Breakfast & Brunch,3.5,78,$$,2,43.64016441394448,-79.39714261165675
Flock Rotisserie + Greens,330 Adelaide Street W,Salad,4.0,122,$$,2,43.647493,-79.392508
Nespresso Boutique Bar,159 Cumberland Street,Coffee & Tea,4.0,61,$$,2,43.6697469,-79.3934129
Enoteca Sociale,1288 Dundas St W,Italian,4.0,318,$$$,3,43.6496799,-79.42567
The Original Grill,547 Danforth Avenue,Greek,4.0,22,$$,2,43.67812,-79.3475799
Loveless,1430 Dundas Street West,Cafes,4.0,23,$$,2,43.6497122617809,-79.4298768596303
Pi Co,1200 Bay Street,Pizza,3.5,112,$$,2,43.670165,-79.389908
Ju Sushi & Bar,383 Dundas Street E,Bars,4.5,7,,0,43.65875,-79.36822
The Rec Room,255 Bremner Boulevard,Arcades,3.0,327,$$,2,43.64125720750635,-79.38677926085168
Piri Piri Grill,1444 Dupont Street,Portuguese,3.5,52,$$,2,43.6662515314375,-79.4497762620449
Tuckshop Kitchen,1640 Dupont Street,Sandwiches,4.5,56,$,1,43.66499,-79.45568
Naan And Kabob,62 Laird Drive,Afghan,4.5,25,,0,43.7049057279802,-79.3614039241258
UFO Restaurant,241 Niagara St,Sandwiches,4.0,57,$$,2,43.64391,-79.40889
LoPan,503 College Street,Cocktail Bars,4.0,24,$$$,3,43.65574,-79.4098
Barrio Coreano,642 Bloor Street W,Korean,3.5,248,$$,2,43.664411943278395,-79.41512609658861
The Annex Commons,296 Brunswick Ave,Pizza,4.5,7,,0,43.66549,-79.40756
Ritz Restaurant,310 Donlands Avenue,Filipino,4.0,38,$,1,43.69187,-79.34219
The Dime,538 Queen Street West,Bars,3.5,89,$,1,43.6476526616345,-79.4026391208172
Bar Centrale,1095 Yonge Street,Wine Bars,3.5,6,$$,2,43.68,-79.39055
Carens Rosedale,1118 Yonge Street,French,2.5,45,$$,2,43.67891,-79.39053
Planta Cocina,10 Temperance St,Vegan,4.5,20,,0,43.65107,-79.37933
Beefing With 7,382 Spadina Ave,Chinese,3.5,9,,0,43.6552975,-79.3993692
Brick 'N' Cheese,678 College Street,French,5.0,6,,0,43.65529,-79.41683
Morgan's On the Danforth,1282 Danforth Avenue,Gastropubs,4.0,98,$$,2,43.68194,-79.3302284
Uncle Tony's,38 Wellington St East,Italian,4.0,74,$$,2,43.6486015,-79.3749695
Shalom Ethopian Restaurant,587 Parliament Street,Ethiopian,4.0,27,$$,2,43.6674999,-79.36904
Kitchen On Sixth,2976 Lake Shore Boulevard W,Breakfast & Brunch,4.5,47,$$,2,43.6005867949987,-79.5068445875054
E11even,15 York Street,Seafood,3.5,171,$$$,3,43.642801069778,-79.381241442969
Emma's Country Kitchen,810 Saint Clair Avenue W,Breakfast & Brunch,4.0,439,$$,2,43.68103,-79.4303599
